skill_id,skill_title,skill_type,skill_description_final
44dc5d8ec4db689fd8a2acb16fc4631625b6ad997688d45a1105551e3bb7a4f2,progeCAD,Apps and Tools,"progeCAD is a powerful, yet easy-to-use CAD software for 2D/3D design and drafting. It offers a wide range of features, including DWG/DXF compatibility, 3D modeling, photo-realistic rendering, and more. With progeCAD, you can quickly and easily create professional-looking drawings."
0b16b9d71b7a70e649665935b86f594235769bbf7311a6afa2c7b1f42d856655,Work at Heights,SFw TSC,Work at Heights: Ensure workplace safety and health standards are met when working at heights. Establish safety protocols and supervise workers’ adoption of safety measures. Comply with regulatory and other requirements. Practice safety precautions while carrying out duties.
44f86611d4de6dafdf136a2abd32af17ae769a9ec9eb3a25a4567f842c11c9c0,Fedora,Apps and Tools,"Fedora is an open source Linux-based operating system that provides users with a secure, stable, and powerful platform for their computing needs. It is designed to be easy to use and customize, and comes with a wide range of applications and tools."
c5029ea2dc3ff3563f85e86260372a9216447a74526f2b1a9e39b4185871bddb,Manpower Forecasting,SFw TSC,"Manpower Forecasting: Developing and managing manpower plans to ensure the right people are in the right place at the right time to meet business goals. This includes forecasting, recruitment, and bridging gaps between demand and supply."
b8ec142ae503076edfe1f0a2e5c9a7a994364521614340e87d548f344f8b1e21,Support Service to Persons with Disabilities,SFw TSC,"Support Service to Persons with Disabilities: Provide support and guidance to people with physical, emotional, learning and intellectual disabilities and their families. Understand their needs and concerns, identify referral services, ensure safety, and help care staff understand their needs and interests."
4550aaa5fd566fe6d76ddf394981e5e17348ed596ea781ae770f5c6b35aa1b29,Google Bigtable,Apps and Tools,"Google Bigtable is a fully managed, high-performance NoSQL database service for large analytical and operational workloads. It provides real-time access to petabyte-scale datasets with low latency and high reliability."
1cb9624c4151388e14d7e39cecab551456eb8f17fd8252cdccb5fa7b94f45ae8,Service Innovation,SFw TSC,"Service Innovation: Developing and implementing innovative products and services to meet customer needs and expectations. Understanding the importance of service innovation and the methods and opportunities available to generate ideas that contribute to service innovation. Designing and translating the desired customer experience in line with the organisation’s vision, mission and values."
a89622b240f5926c336fce3fb0fdbe7448c93b0da636d14e6727e149051321ba,Network Diversion Management,SFw TSC,"Network Diversion Management: Leading complex projects to divert existing networks according to customer requirements. Analyzing project plans, identifying equipment and cables, and coordinating procedures and processes to ensure successful implementation."
2cd00c0fe1171d13c768287a1b92490bcd3e2e31dd524087558291b781589a5c,Flower Harvesting and Handling,SFw TSC,"Flower Harvesting and Handling: Harvesting and preparing flowers and foliage for sale or use in projects, while adhering to safety regulations. Supervising the harvesting process and ensuring grade and condition meet specifications. Planning resources and verifying guidelines for harvesting and post-harvesting activities."
093308022537276421080cedab70ef8f8ad6fae7f0be40b31c873d24fd125f85,Staff Continuous Learning,SFw TSC,"Staff Continuous Learning: Lead and facilitate staff development initiatives to maximize employee potential and performance. Coach and mentor staff to develop their skills, and create learning opportunities to align with organizational goals. Establish structures and processes to support continuous learning, and measure the effectiveness of learning strategies."
0630e9ff6f3c4893cbb46c8f013efd07e8192250845f6acdcefe5d72001f7595,Pricing Strategy,SFw TSC,"Pricing Strategy: Developing an agile pricing strategy based on internal and external factors, and adapting pricing plans accordingly. Analyzing trends to assess the impact of pricing policies and their effectiveness against competitors."
45cbbf5d206c7f45d38a51b4fafed058d7c30652eaae075c89eeb1952c95e426,Gurobi,Apps and Tools,"Gurobi is an advanced optimization tool that enables users to solve large-scale, complex problems quickly and accurately. It offers powerful algorithms, a comprehensive development environment, and a wide range of APIs for easy integration into existing systems."
91b0399d79099ee82b0e255e7c678f0e4f3617f02173bf84746eee45f5dd4dcb,Electrical Maintenance Management,SFw TSC,"Electrical Maintenance Management: Skill in managing the maintenance and troubleshooting of electrical equipment and systems, including interpreting designs, technical specifications, installation methods and maintenance procedures, evaluating designs, and facilitating the development and implementation of design modifications."
22f887ce8363fa9a0c0c1d884109fef1cb807d8052246b8aa135673f54b5407c,Transport Management System Administration,SFw TSC,"Transport Management System Administration: Manage and optimize transport operations using a Transport Management System (TMS). Supervise, coordinate, review, and drive planning and execution of transport operations. Administer TMS and describe procedures for its use. Analyze and enforce processes to ensure efficient transport operations."
45fb8b4d67311a0905e8bcffe1f5a72eb4e62bcab4cc183d9b74609ae8ad968e,Rollup,Apps and Tools,"Rollup is a JavaScript module bundler that helps you to generate optimized, production-ready bundles of your code. It is a powerful tool for creating efficient, optimized code bundles for faster loading times and improved performance."
7b82fc07d1edc94f9130f4b3e48c07839e706d0ca291113cd38660405622d93b,Engagement Execution,SFw TSC,"Engagement Execution: Conducting detailed and thorough reviews of complex and high-risk areas, ensuring accuracy and compliance with established standards and protocols."
46621e84f68449c6e68788cb4d78d8118cf2511999dc3136f9542ddf21fc2861,Aconex,Apps and Tools,"Aconex is an online project management tool that helps teams collaborate and manage projects more efficiently. It provides a secure platform to store and share documents, track progress, and communicate with stakeholders."
6122844a21b6f81fbb0c6087aab631fe85a4f998aa73236ebecc2b58c2cd4984,Workplace Safety and Health for Steel Fitting,SFw TSC,Workplace Safety and Health for Steel Fitting: Perform steel fitting operations in accordance with safety and health regulations. Follow safety protocols while carrying out steel fitting tasks.
46ab93e26a005f56b8b94c95b0897d6650d75415bc58c166a08c2bd14e7f41d7,G-Code,Apps and Tools,"G-Code is a programming language used in computer-aided manufacturing (CAM) to control and direct the movements of machines, such as 3D printers or CNC machines."
46ba878b4291be84db95f18a50bcfddc2ceb66d557cb486f41060c4571165c55,eViews,Apps and Tools,"eViews is an advanced statistical and econometric analysis software package that provides powerful tools for data analysis, forecasting, and simulation. It offers a wide range of features, including data management, forecasting, and statistical analysis. It is used by economists, researchers, and financial analysts to analyze and interpret data."
46c199025494354c5a3b7daec130685593e3dfe9f2f53949acedbf03c614b783,Cloudera Data Platform (Cdp),Apps and Tools,"Cloudera Data Platform (CDP) is an enterprise data cloud platform that enables organizations to securely store, process, and analyze data of any size, type, and speed. CDP provides a unified platform for data engineering, machine learning, and analytics, with integrated security and governance."
04f141113ff2ba8b8525b37eef023796433eb9ba1602b12aa7ea4610756de303,Account Management,SFw TSC,"Account Management: Develop and maintain relationships with customers, providing solutions and services to meet their needs and generate revenue. Manage customer accounts, create strategies to engage, retain and grow customers, and develop plans and processes to cater to customer needs. Monitor customer satisfaction and address current and projected customer needs."
39808cb5c98a4198e55ec7f33db21e862991fa56bfd19f25cef0bd5824fb300c,Transaction Due Diligence,SFw TSC,"Transaction Due Diligence: Conduct due diligence reviews to verify details and assess risks associated with investors, investments, products and deals prior to finalising transactions. Gather and evaluate information, formulate strategies and frameworks, and review and validate findings to ensure accuracy and compliance."
965ec3fc43279ef85557b78b29495d7770db4615a8823e09ad08763495f5b721,Transaction Documentation for Prospectus Development,SFw TSC,"Transaction Documentation for Prospectus Development: Gather and organize information to create documents, and support the development and distribution of those documents."
